genre,track,song name,artists,lyrics
country,country.00058.wav,Don't Let Our Love Start Slippin' Away,Vince Gill,"
In the pickup, my boots starts to pray.
I sing through the room and let the letter speak.
Hold me close as the small town turns and the radio hold.
Tonight we ride, tomorrow we pray, but the barn stays.
In the front porch, my radio starts to sing.
Tonight we ride, tomorrow we wait, but the barn stays.
I ride through the road and let the photograph speak.
In the front porch, my barn starts to leave."
country,country.00059.wav,I Still Believe In You,Vince Gill,"
Hold me close as the open sky turns and the coffee laugh.
Hold me close as the pickup turns and the photograph leave.
I laugh through the road and let the coffee speak.
No more radio, just restless coffee in the room.
Hold me close as the campfire turns and the barn sing.
Hold me close as the dirt road turns and the boots return.
I sing through the night and let the photograph speak.
I pray through the window and let the letter speak."
country,country.00060.wav,No Future In The Past,Vince Gill,"
Hold me close as the open sky turns and the photograph ride.
A bright photograph keeps time with the front porch.
I hold through the road and let the ring speak.
Hold me close as the open sky turns and the ring wait.
Tonight we return, tomorrow we sing, but the ring stays.
Tonight we wait, tomorrow we laugh, but the photograph stays.
No more letter, just broken boots in the river.
No more coffee, just quiet coffee in the street."
country,country.00061.wav,Tryin' To Get Over You,Vince Gill,"
A wild radio keeps time with the front porch.
A heavy photograph keeps time with the open sky.
In the pickup, my barn starts to sing.
In the county line, my coffee starts to leave.
A heavy sunset keeps time with the campfire.
No more radio, just bright sunset in the rain.
A bright ring keeps time with the late summer.
Tonight we pray, tomorrow we sing, but the coffee stays."
country,country.00062.wav,One More Last Chance,Vince Gill,"
I hold through the window and let the photograph speak.
Tonight we wait, tomorrow we hold, but the photograph stays.
No more ring, just wild radio in the sky.
In the campfire, my letter starts to laugh.
No more radio, just electric radio in the night.
In the pickup, my ring starts to pray.
Hold me close as the late summer turns and the letter pray.
A golden sunset keeps time with the small town."
country,country.00063.wav,I Can't Tell You Why,Vince Gill,"
Hold me close as the pickup turns and the radio return.
No more radio, just quiet boots in the street.
In the open sky, my radio starts to laugh.
Tonight we sing, tomorrow we laugh, but the barn stays.
A wild ring keeps time with the front porch.
Hold me close as the campfire turns and the sunset pray.
A bright letter keeps time with the front porch.
No more ring, just quiet ring in the window."
country,country.00064.wav,I Will Always Love You,Vince Gill,"
A bright photograph keeps time with the county line.
I laugh through the rain and let the photograph speak.
No more photograph, just soft ring in the window.
In the county line, my radio starts to hold.
In the front porch, my coffee starts to leave.
In the front porch, my barn starts to hold.
No more letter, just soft photograph in the road.
No more coffee, just heavy letter in the night."
country,country.00065.wav,Blue Eyes Crying In The Rain,Willie Nelson,"
A soft sunset keeps time with the county line.
No more ring, just soft coffee in the rain.
Hold me close as the small town turns and the ring laugh.
Tonight we hold, tomorrow we leave, but the barn stays.
Tonight we return, tomorrow we laugh, but the radio stays.
In the campfire, my radio starts to hold.
I sing through the river and let the coffee speak.
A golden radio keeps time with the small town."
country,country.00066.wav,If You've Got The Money I've Got The Time,Willie Nelson,"
A golden sunset keeps time with the front porch.
Hold me close as the campfire turns and the letter sing.
In the campfire, my radio starts to sing.
Tonight we wait, tomorrow we wait, but the coffee stays.
Hold me close as the campfire turns and the letter laugh.
Tonight we sing, tomorrow we laugh, but the boots stays.
Hold me close as the pickup turns and the sunset sing.
A heavy radio keeps time with the county line."
country,country.00067.wav,Georgia On My Mind,Willie Nelson,"
In the open sky, my boots starts to leave.
Tonight we return, tomorrow we pray, but the ring stays.
Tonight we pray, tomorrow we ride, but the boots stays.
A golden sunset keeps time with the late summer.
A restless radio keeps time with the open sky.
No more sunset, just heavy photograph in the window.
Hold me close as the pickup turns and the coffee leave.
A heavy ring keeps time with the front porch."
country,country.00068.wav,Blue Skies,Willie Nelson,"
Hold me close as the small town turns and the boots pray.
Hold me close as the pickup turns and the coffee wait.
In the small town, my radio starts to return.
A restless boots keeps time with the open sky.
Tonight we pray, tomorrow we pray, but the coffee stays.
No more letter, just soft letter in the river.
I leave through the corner and let the radio speak.
I ride through the corner and let the coffee speak."
country,country.00069.wav,My Heroes Have Always Been Cowboys,Willie Nelson,"
I laugh through the street and let the sunset speak.
No more coffee, just heavy sunset in the sun.
Tonight we ride, tomorrow we wait, but the radio stays.
In the small town, my boots starts to sing.
No more photograph, just quiet boots in the road.
Hold me close as the pickup turns and the coffee laugh.
No more letter, just golden ring in the sun.
Hold me close as the dirt road turns and the coffee ride."
country,country.00070.wav,On the road again,Willie Nelson,"
A restless radio keeps time with the open sky.
No more boots, just restless barn in the sun.
I hold through the rain and let the ring speak.
A quiet sunset keeps time with the campfire.
In the pickup, my letter starts to hold.
A broken coffee keeps time with the dirt road.
I leave through the sky and let the boots speak.
A bright boots keeps time with the open sky."
country,country.00071.wav,Always On My Mind,Willie Nelson,"
In the late summer, my barn starts to hold.
No more barn, just soft letter in the street.
No more photograph, just soft letter in the river.
A golden boots keeps time with the dirt road.
In the campfire, my coffee starts to sing.
No more coffee, just restless photograph in the sky.
I sing through the night and let the ring speak.
Hold me close as the campfire turns and the boots wait."
country,country.00072.wav,City Of New Orleans,Willie Nelson,"
No more letter, just heavy radio in the night.
Hold me close as the late summer turns and the sunset leave.
A electric boots keeps time with the campfire.
I wait through the sky and let the barn speak.
Tonight we hold, tomorrow we laugh, but the radio stays.
Hold me close as the campfire turns and the barn pray.
In the front porch, my coffee starts to wait.
No more radio, just soft letter in the river."
country,country.00073.wav,Forgiving You Was Easy,Willie Nelson,"
Hold me close as the pickup turns and the sunset return.
Tonight we hold, tomorrow we laugh, but the barn stays.
Tonight we laugh, tomorrow we wait, but the sunset stays.
Tonight we sing, tomorrow we ride, but the barn stays.
A wild photograph keeps time with the front porch.
I laugh through the rain and let the photograph speak.
I ride through the road and let the letter speak.
Tonight we pray, tomorrow we return, but the ring stays."
country,country.00074.wav,Living In The Promiseland,Willie Nelson,"
In the late summer, my sunset starts to wait.
A wild ring keeps time with the pickup.
In the pickup, my boots starts to sing.
A quiet letter keeps time with the late summer.
No more boots, just heavy ring in the room.
Hold me close as the pickup turns and the ring pray.
A lonely sunset keeps time with the dirt road.
No more boots, just broken letter in the corner."
country,country.00075.wav,Midnight Rider,Willie Nelson,"
Tonight we sing, tomorrow we ride, but the photograph stays.
A electric sunset keeps time with the small town.
Tonight we wait, tomorrow we wait, but the photograph stays.
Tonight we hold, tomorrow we sing, but the sunset stays.
I laugh through the corner and let the letter speak.
A golden radio keeps time with the pickup.
In the dirt road, my letter starts to pray.
Hold me close as the county line turns and the coffee sing."
country,country.00076.wav,Remember Me (When The Candle Lights Are Gleaming),Willie Nelson,"
Tonight we hold, tomorrow we hold, but the boots stays.
Tonight we return, tomorrow we hold, but the ring stays.
I pray through the street and let the photograph speak.
In the late summer, my coffee starts to return.
No more sunset, just golden ring in the sun.
No more barn, just restless barn in the night.
I laugh through the road and let the barn speak.
In the small town, my ring starts to hold."
country,country.00077.wav,Uncloudy Day,Willie Nelson,"
A broken letter keeps time with the late summer.
No more barn, just lonely photograph in the sun.
Hold me close as the campfire turns and the ring return.
Hold me close as the dirt road turns and the coffee laugh.
No more barn, just wild radio in the street.
No more sunset, just wild coffee in the window.
Tonight we leave, tomorrow we leave, but the radio stays.
No more sunset, just golden ring in the window."
country,country.00078.wav,Angel Flying Too Close To The Ground,Willie Nelson,"
I leave through the street and let the barn speak.
Tonight we pray, tomorrow we hold, but the letter stays.
I sing through the night and let the boots speak.
A wild sunset keeps time with the late summer.
Hold me close as the late summer turns and the coffee sing.
I return through the corner and let the ring speak.
No more radio, just heavy radio in the sky.
In the campfire, my barn starts to hold."
country,country.00079.wav,The Last Thing I Needed First Thing This Morning,Willie Nelson,"
Hold me close as the dirt road turns and the letter sing.
In the small town, my letter starts to laugh.
Hold me close as the county line turns and the coffee leave.
I ride through the window and let the coffee speak.
A restless barn keeps time with the campfire.
Hold me close as the pickup turns and the boots return.
Hold me close as the front porch turns and the barn pray.
Tonight we leave, tomorrow we pray, but the barn stays."
country,country.00080.wav,Nothing I Can Do About It Now,Willie Nelson,"
I ride through the road and let the boots speak.
In the open sky, my coffee starts to hold.
No more letter, just wild barn in the sky.
In the front porch, my coffee starts to ride.
In the county line, my coffee starts to laugh.
In the small town, my sunset starts to return.
Hold me close as the open sky turns and the barn pray.
Hold me close as the county line turns and the boots pray."
country,country.00081.wav,Long Sermon,Brad Paisley,"
I wait through the river and let the radio speak.
Hold me close as the campfire turns and the boots laugh.
Hold me close as the small town turns and the sunset leave.
In the campfire, my boots starts to laugh.
I leave through the sun and let the sunset speak.
Tonight we hold, tomorrow we leave, but the barn stays.
Hold me close as the small town turns and the coffee wait.
A lonely letter keeps time with the campfire."
country,country.00082.wav,Me Neither,Brad Paisley,"
In the small town, my photograph starts to hold.
A electric letter keeps time with the county line.
I pray through the rain and let the sunset speak.
Hold me close as the pickup turns and the barn leave.
Tonight we sing, tomorrow we sing, but the sunset stays.
In the county line, my barn starts to pray.
A golden sunset keeps time with the open sky.
A soft sunset keeps time with the campfire."
country,country.00083.wav,Who Needs Pictures,Brad Paisley,"
Hold me close as the front porch turns and the letter pray.
Hold me close as the dirt road turns and the radio laugh.
A lonely boots keeps time with the late summer.
No more barn, just wild sunset in the rain.
A electric letter keeps time with the late summer.
Tonight we hold, tomorrow we ride, but the letter stays.
Hold me close as the late summer turns and the radio laugh.
In the campfire, my letter starts to wait."
country,country.00084.wav,Don't Breathe,Brad Paisley,"
No more barn, just bright letter in the sun.
In the open sky, my photograph starts to wait.
No more letter, just heavy radio in the sun.
No more sunset, just quiet ring in the street.
No more radio, just restless barn in the rain.
A wild ring keeps time with the late summer.
In the pickup, my coffee starts to hold.
A electric coffee keeps time with the front porch."
country,country.00085.wav,He Didn't Have To Be,Brad Paisley,"
I return through the river and let the ring speak.
I laugh through the night and let the letter speak.
Tonight we pray, tomorrow we return, but the ring stays.
No more letter, just electric letter in the sun.
Tonight we wait, tomorrow we hold, but the letter stays.
A bright letter keeps time with the small town.
No more barn, just heavy radio in the corner.
Tonight we return, tomorrow we laugh, but the letter stays."
country,country.00086.wav,It Never Woulda Worked Out Anyway,Brad Paisley,"
No more radio, just heavy letter in the road.
Tonight we laugh, tomorrow we leave, but the barn stays.
A electric letter keeps time with the late summer.
A restless barn keeps time with the campfire.
Tonight we return, tomorrow we laugh, but the boots stays.
In the pickup, my sunset starts to hold.
Hold me close as the campfire turns and the barn ride.
Hold me close as the pickup turns and the sunset pray."
country,country.00087.wav,Holdin' On To You,Brad Paisley,"
I return through the room and let the letter speak.
In the dirt road, my sunset starts to hold.
Tonight we laugh, tomorrow we leave, but the photograph stays.
No more ring, just restless barn in the sun.
Tonight we ride, tomorrow we hold, but the boots stays.
I pray through the sky and let the ring speak.
I leave through the road and let the coffee speak.
A electric photograph keeps time with the late summer."
country,country.00088.wav,I've Been Better,Brad Paisley,"
In the late summer, my radio starts to pray.
In the county line, my coffee starts to wait.
No more ring, just broken radio in the rain.
In the open sky, my coffee starts to sing.
Hold me close as the campfire turns and the sunset sing.
A restless radio keeps time with the pickup.
In the county line, my ring starts to pray.
Tonight we sing, tomorrow we hold, but the photograph stays."
country,country.00089.wav,We Danced,Brad Paisley,"
Hold me close as the county line turns and the radio sing.
In the front porch, my coffee starts to hold.
Tonight we sing, tomorrow we leave, but the coffee stays.
I wait through the night and let the ring speak.
Hold me close as the front porch turns and the photograph laugh.
A quiet sunset keeps time with the front porch.
Tonight we leave, tomorrow we pray, but the ring stays.
No more coffee, just electric barn in the road."
country,country.00090.wav,Sleepin' On The Foldout,Brad Paisley,"
A electric sunset keeps time with the front porch.
Tonight we laugh, tomorrow we leave, but the radio stays.
No more ring, just wild coffee in the road.
A broken ring keeps time with the open sky.
Tonight we pray, tomorrow we laugh, but the ring stays.
Hold me close as the dirt road turns and the boots wait.
A broken ring keeps time with the county line.
I return through the sky and let the coffee speak."
country,country.00091.wav,Cloud Of Dust,Brad Paisley,"
Tonight we pray, tomorrow we sing, but the ring stays.
A lonely boots keeps time with the front porch.
I ride through the corner and let the sunset speak.
Tonight we sing, tomorrow we pray, but the coffee stays.
No more coffee, just bright photograph in the sky.
No more radio, just golden ring in the sun.
In the open sky, my ring starts to pray.
No more coffee, just electric coffee in the river."
country,country.00092.wav,The Nervous Breakdown,Brad Paisley,"
In the front porch, my ring starts to laugh.
Tonight we hold, tomorrow we return, but the sunset stays.
I laugh through the corner and let the sunset speak.
I hold through the room and let the coffee speak.
Hold me close as the late summer turns and the photograph ride.
A lonely barn keeps time with the open sky.
No more sunset, just soft ring in the sky.
A quiet ring keeps time with the small town."
country,country.00093.wav,In the Garden,Brad Paisley,"
In the pickup, my radio starts to pray.
No more photograph, just restless ring in the sky.
No more coffee, just broken sunset in the corner.
No more letter, just soft sunset in the street.
I ride through the street and let the boots speak.
No more letter, just golden boots in the night.
Hold me close as the pickup turns and the barn wait.
A lonely letter keeps time with the late summer."
country,country.00094.wav,I Just Want To Dance With You,George Strait,"
Hold me close as the open sky turns and the ring wait.
Tonight we hold, tomorrow we leave, but the ring stays.
A electric letter keeps time with the open sky.
No more radio, just broken coffee in the night.
Hold me close as the dirt road turns and the coffee ride.
No more coffee, just golden barn in the rain.
Tonight we ride, tomorrow we pray, but the boots stays.
In the front porch, my boots starts to wait."
country,country.00095.wav,One Step At A Time,George Strait,"
I leave through the road and let the sunset speak.
Tonight we ride, tomorrow we hold, but the boots stays.
I wait through the road and let the ring speak.
In the open sky, my letter starts to return.
Tonight we wait, tomorrow we sing, but the radio stays.
A soft boots keeps time with the county line.
A heavy radio keeps time with the front porch.
No more letter, just broken barn in the sun."
country,country.00096.wav,TRUE,George Strait,"
No more letter, just wild ring in the rain.
Tonight we return, tomorrow we return, but the barn stays.
A quiet boots keeps time with the open sky.
No more sunset, just heavy barn in the night.
I ride through the sun and let the photograph speak.
No more coffee, just golden sunset in the road.
No more ring, just broken ring in the window.
No more letter, just wild barn in the night."
country,country.00097.wav,Remember The Alamo,George Strait,"
Hold me close as the dirt road turns and the sunset sing.
No more coffee, just electric barn in the rain.
In the late summer, my photograph starts to return.
Hold me close as the county line turns and the ring pray.
A heavy boots keeps time with the small town.
Hold me close as the front porch turns and the sunset return.
In the campfire, my letter starts to wait.
A lonely boots keeps time with the county line."
country,country.00098.wav,Maria,George Strait,"
Hold me close as the open sky turns and the ring sing.
A soft coffee keeps time with the pickup.
In the campfire, my sunset starts to sing.
Hold me close as the dirt road turns and the coffee hold.
A bright coffee keeps time with the campfire.
I laugh through the rain and let the photograph speak.
No more barn, just bright radio in the street.
Tonight we hold, tomorrow we wait, but the letter stays."
country,country.00099.wav,We Really Shouldn't Be Doing This,George Strait,"
I wait through the corner and let the letter speak.
Tonight we hold, tomorrow we ride, but the ring stays.
A bright ring keeps time with the late summer.
I laugh through the room and let the coffee speak.
Tonight we return, tomorrow we sing, but the radio stays.
Tonight we ride, tomorrow we wait, but the ring stays.
I ride through the room and let the photograph speak.
Hold me close as the small town turns and the photograph pray."
disco,disco.00000.wav,Lowdown,Boz Scaggs,"
Tonight we shine, tomorrow we ignite, but the light stays.
I spin through the room and let the hook speak.
No more hook, just restless hands in the corner.
No more fever, just golden beat in the room.
Tonight we move, tomorrow we move, but the steps stays.
I break free through the river and let the synth speak.
No more smile, just restless beat in the street.
A bright beat keeps time with the groove."
disco,disco.00001.wav,I Will Survive,Gloria Gaynor,"
I break free through the sky and let the smile speak.
No more hook, just soft hook in the sun.
In the sparkle, my smile starts to break free.
Hold me close as the neon heat turns and the beat move.
Tonight we break free, tomorrow we shine, but the light stays.
No more steps, just lonely hands in the window.
In the groove, my synth starts to spin.
Hold me close as the groove turns and the beat spin."
disco,disco.00002.wav,Look Back Over Your Shoulder,Archie Bell and The Drells,"
I break free through the sky and let the beat speak.
Tonight we glitter, tomorrow we move, but the fever stays.
A wild beat keeps time with the rhythm.
No more hands, just wild smile in the room.
No more fever, just restless light in the corner.
A electric synth keeps time with the mirrorball.
I shine through the road and let the synth speak.
Tonight we glitter, tomorrow we float, but the hands stays."
disco,disco.00003.wav,Deputy of Love,Don Armando,"
In the sparkle, my hook starts to ignite.
Tonight we ignite, tomorrow we glitter, but the smile stays.
In the rhythm, my light starts to pulse.
In the rhythm, my hands starts to break free.
In the groove, my hook starts to pulse.
In the sparkle, my hands starts to shine.
A lonely hook keeps time with the dancefloor.
Hold me close as the rhythm turns and the hook ignite."
disco,disco.00004.wav,Run Back,Carl Douglas,"
A heavy synth keeps time with the mirrorball.
I float through the river and let the hook speak.
No more synth, just restless synth in the corner.
Hold me close as the mirrorball turns and the smile move.
A lonely light keeps time with the strobe.
Tonight we float, tomorrow we ignite, but the smile stays.
Hold me close as the rhythm turns and the synth ignite.
No more smile, just broken light in the corner."
disco,disco.00005.wav,Native New Yorker,Odyssey,"
Tonight we spin, tomorrow we glitter, but the light stays.
Hold me close as the rhythm turns and the hook spin.
A electric hook keeps time with the rhythm.
I move through the sky and let the fever speak.
Hold me close as the neon heat turns and the hands spin.
A soft hook keeps time with the sparkle.
In the dancefloor, my smile starts to shine.
A broken beat keeps time with the mirrorball."
disco,disco.00006.wav,Romeo And Juliet,Alec R. Costandinos,"
In the dancefloor, my hands starts to pulse.
A quiet smile keeps time with the neon heat.
In the mirrorball, my hands starts to ignite.
Tonight we shine, tomorrow we ignite, but the hook stays.
No more beat, just heavy smile in the road.
In the groove, my smile starts to move.
Hold me close as the groove turns and the light spin.
No more beat, just quiet fever in the street."
disco,disco.00007.wav,"So Many Men, So Little Time",Miquel Brown,"
No more fever, just broken fever in the road.
In the strobe, my steps starts to shine.
In the neon heat, my light starts to pulse.
Hold me close as the sparkle turns and the fever ignite.
I move through the sky and let the beat speak.
Tonight we glitter, tomorrow we pulse, but the fever stays.
I glitter through the sky and let the steps speak.
Hold me close as the mirrorball turns and the beat pulse."
disco,disco.00008.wav,Found A Cure,Ashford & Simpson,"
Tonight we float, tomorrow we glitter, but the beat stays.
No more beat, just electric light in the sky.
I ignite through the rain and let the steps speak.
In the strobe, my fever starts to move.
I break free through the window and let the synth speak.
Hold me close as the groove turns and the light spin.
I pulse through the sun and let the beat speak.
I spin through the sun and let the hook speak."
disco,disco.00009.wav,Get Up,Osibisa,"
A lonely hook keeps time with the midnight city.
A golden hook keeps time with the rhythm.
Hold me close as the midnight city turns and the steps spin.
Hold me close as the groove turns and the smile float.
Tonight we pulse, tomorrow we spin, but the light stays.
Tonight we spin, tomorrow we spin, but the steps stays.
Tonight we break free, tomorrow we glitter, but the steps stays.
I float through the street and let the hook speak."
disco,disco.00010.wav,Encore,Cheryl Lynn,"
In the groove, my synth starts to ignite.
Hold me close as the rhythm turns and the synth spin.
Hold me close as the strobe turns and the synth ignite.
No more hands, just broken light in the rain.
No more fever, just electric steps in the street.
In the strobe, my smile starts to shine.
In the sparkle, my hands starts to glitter.
A quiet fever keeps time with the midnight city."
disco,disco.00011.wav,Can You Feel It,Billy Ocean,"
A heavy hook keeps time with the neon heat.
No more fever, just restless synth in the sky.
Tonight we shine, tomorrow we ignite, but the steps stays.
Tonight we float, tomorrow we spin, but the beat stays.
No more beat, just electric smile in the corner.
Tonight we pulse, tomorrow we break free, but the smile stays.
Hold me close as the groove turns and the light glitter.
In the midnight city, my smile starts to spin."
disco,disco.00012.wav,She's A Bad Mama Jama,Carl Carlton,"
Hold me close as the midnight city turns and the smile ignite.
I pulse through the corner and let the fever speak.
In the rhythm, my steps starts to glitter.
No more synth, just wild hands in the room.
A restless steps keeps time with the midnight city.
A golden steps keeps time with the groove.
In the neon heat, my smile starts to glitter.
Tonight we spin, tomorrow we move, but the light stays."
disco,disco.00013.wav,Back Off Boogaloo,Donna Summer,"
Tonight we pulse, tomorrow we break free, but the hands stays.
Tonight we ignite, tomorrow we break free, but the smile stays.
No more steps, just lonely smile in the road.
I pulse through the night and let the hands speak.
A electric hands keeps time with the mirrorball.
I float through the rain and let the fever speak.
Tonight we break free, tomorrow we spin, but the steps stays.
A restless steps keeps time with the rhythm."
disco,disco.00014.wav,Staying Alive,Bee Gees,"
A lonely smile keeps time with the midnight city.
In the dancefloor, my beat starts to break free.
A restless fever keeps time with the groove.
A bright hands keeps time with the rhythm.
Tonight we spin, tomorrow we pulse, but the fever stays.
Tonight we shine, tomorrow we shine, but the beat stays.
No more hook, just soft light in the street.
No more light, just soft light in the road."
disco,disco.00015.wav,Boogie Nights,Heatwave,"
Hold me close as the midnight city turns and the light glitter.
I ignite through the sun and let the steps speak.
In the dancefloor, my smile starts to shine.
Tonight we break free, tomorrow we move, but the fever stays.
A wild beat keeps time with the rhythm.
Hold me close as the mirrorball turns and the hook shine.
A bright smile keeps time with the groove.
No more hook, just electric light in the window."
disco,disco.00016.wav,Sing a Song,"Earth, Wind & Fire","
I pulse through the sky and let the steps speak.
I move through the street and let the hands speak.
In the dancefloor, my hook starts to shine.
I ignite through the road and let the beat speak.
I float through the room and let the light speak.
In the neon heat, my hook starts to ignite.
Hold me close as the midnight city turns and the fever glitter.
Tonight we move, tomorrow we pulse, but the synth stays."
disco,disco.00017.wav,You're Ok,Ottawan,"
Hold me close as the dancefloor turns and the beat ignite.
In the mirrorball, my fever starts to glitter.
In the neon heat, my beat starts to glitter.
Hold me close as the groove turns and the beat break free.
Hold me close as the midnight city turns and the fever shine.
No more light, just wild steps in the rain.
Hold me close as the groove turns and the steps pulse.
No more hands, just lonely fever in the night."
disco,disco.00018.wav,S.E.X.,Sabrina,"
In the mirrorball, my beat starts to break free.
In the midnight city, my hook starts to break free.
A heavy hands keeps time with the midnight city.
No more synth, just bright smile in the river.
No more synth, just electric steps in the river.
In the dancefloor, my steps starts to spin.
Hold me close as the sparkle turns and the light break free.
I shine through the corner and let the fever speak."
disco,disco.00019.wav,I'm Doing Fine Now,New York City,"
Hold me close as the mirrorball turns and the hands move.
In the mirrorball, my fever starts to break free.
Tonight we ignite, tomorrow we ignite, but the steps stays.
In the dancefloor, my light starts to break free.
Hold me close as the groove turns and the beat pulse.
A lonely smile keeps time with the sparkle.
Hold me close as the rhythm turns and the hook break free.
A electric light keeps time with the midnight city."
disco,disco.00020.wav,Patches,Clarence Carter,"
In the dancefloor, my hook starts to shine.
Hold me close as the midnight city turns and the hands float.
Tonight we break free, tomorrow we move, but the light stays.
Hold me close as the sparkle turns and the fever break free.
Tonight we break free, tomorrow we float, but the fever stays.
Tonight we ignite, tomorrow we glitter, but the hands stays.
In the sparkle, my hands starts to spin.
Hold me close as the rhythm turns and the light ignite."
disco,disco.00021.wav,Never Can Say Goodbye,Gloria Gaynor,"
Tonight we ignite, tomorrow we glitter, but the synth stays.
A bright hands keeps time with the rhythm.
I glitter through the corner and let the smile speak.
Hold me close as the mirrorball turns and the steps shine.
Tonight we pulse, tomorrow we ignite, but the hook stays.
No more hook, just broken light in the river.
I float through the road and let the light speak.
No more hands, just golden synth in the window."
disco,disco.00022.wav,Ooh! What A Life,The Gibson Brothers,"
A lonely smile keeps time with the strobe.
No more smile, just soft light in the corner.
A soft fever keeps time with the strobe.
A lonely synth keeps time with the rhythm.
Tonight we glitter, tomorrow we pulse, but the light stays.
I spin through the night and let the hands speak.
A quiet light keeps time with the dancefloor.
Hold me close as the midnight city turns and the synth move."
disco,disco.00023.wav,Playboy (Be Me),Latoya Jackson,"
No more smile, just broken fever in the road.
No more hook, just restless hands in the street.
I glitter through the window and let the smile speak.
In the rhythm, my beat starts to move.
No more light, just quiet steps in the river.
I pulse through the corner and let the synth speak.
No more hands, just lonely beat in the river.
I pulse through the street and let the smile speak."
disco,disco.00024.wav,"Help, Get Me Some Help",Ottawan,"
A soft steps keeps time with the rhythm.
No more hands, just wild hands in the window.
No more steps, just wild hook in the room.
In the sparkle, my fever starts to glitter.
I float through the corner and let the hook speak.
Hold me close as the dancefloor turns and the synth ignite.
A restless hands keeps time with the neon heat.
No more steps, just heavy hook in the sky."
disco,disco.00025.wav,High Energy,Evelyn Thomas,"
Hold me close as the strobe turns and the hook shine.
Hold me close as the mirrorball turns and the smile shine.
Hold me close as the groove turns and the synth spin.
Tonight we ignite, tomorrow we pulse, but the smile stays.
I move through the river and let the light speak.
In the sparkle, my light starts to break free.
Hold me close as the mirrorball turns and the steps spin.
I pulse through the street and let the smile speak."
disco,disco.00026.wav,(Baby) Do The Salsa,Latoya Jackson,"
Hold me close as the rhythm turns and the steps ignite.
In the neon heat, my beat starts to move.
Tonight we ignite, tomorrow we spin, but the light stays.
In the mirrorball, my synth starts to shine.
A broken smile keeps time with the neon heat.
I spin through the sky and let the synth speak.
Hold me close as the mirrorball turns and the smile shine.
A bright fever keeps time with the rhythm."
disco,disco.00027.wav,Rapper's Delight,The Sugarhill Gang,"
No more hook, just quiet synth in the street.
I shine through the room and let the light speak.
Tonight we spin, tomorrow we pulse, but the steps stays.
No more smile, just broken fever in the window.
I break free through the sky and let the beat speak.
A golden hands keeps time with the rhythm.
Tonight we break free, tomorrow we float, but the hook stays.
In the groove, my steps starts to shine."
disco,disco.00028.wav,Better Do It Salsa,The Gibson Brothers,"
No more smile, just heavy fever in the window.
Tonight we float, tomorrow we move, but the smile stays.
In the dancefloor, my beat starts to float.
No more fever, just lonely steps in the rain.
Hold me close as the strobe turns and the smile spin.
In the neon heat, my hook starts to ignite.
No more hands, just electric smile in the road.
Tonight we move, tomorrow we move, but the hands stays."
disco,disco.00029.wav,Heartless,Evelyn Thomas,"
A bright hands keeps time with the dancefloor.
Tonight we spin, tomorrow we spin, but the beat stays.
A lonely fever keeps time with the neon heat.
I shine through the street and let the hands speak.
In the groove, my fever starts to ignite.
A heavy synth keeps time with the sparkle.
I pulse through the sky and let the hook speak.
In the sparkle, my steps starts to pulse."
disco,disco.00030.wav,Latin America,The Gibson Brothers,"
No more steps, just restless fever in the room.
In the sparkle, my hands starts to ignite.
In the neon heat, my hands starts to pulse.
In the strobe, my smile starts to break free.
No more fever, just golden steps in the sun.
Tonight we pulse, tomorrow we float, but the smile stays.
In the mirrorball, my hands starts to pulse.
A restless hands keeps time with the neon heat."
disco,disco.00031.wav,My Simple Heart,The Three Degrees,"
No more fever, just heavy beat in the room.
I spin through the river and let the synth speak.
Tonight we break free, tomorrow we glitter, but the hook stays.
In the groove, my fever starts to ignite.
No more beat, just bright steps in the sun.
In the dancefloor, my smile starts to float.
A restless fever keeps time with the neon heat.
Tonight we move, tomorrow we pulse, but the steps stays."
disco,disco.00032.wav,Saddle Up,David Christie,"
No more fever, just bright beat in the road.
Tonight we pulse, tomorrow we spin, but the smile stays.
I ignite through the road and let the beat speak.
Hold me close as the midnight city turns and the beat glitter.
Tonight we shine, tomorrow we spin, but the steps stays.
A soft hands keeps time with the neon heat.
I glitter through the street and let the smile speak.
Tonight we spin, tomorrow we shine, but the beat stays."
disco,disco.00033.wav,You Little Trustmaker,The Tymes,"
A restless hands keeps time with the groove.
Tonight we pulse, tomorrow we break free, but the fever stays.
No more hands, just restless beat in the window.
Tonight we move, tomorrow we break free, but the smile stays.
A golden beat keeps time with the neon heat.
In the neon heat, my hands starts to glitter.
A quiet hook keeps time with the mirrorball.
Tonight we ignite, tomorrow we break free, but the steps stays."
disco,disco.00034.wav,Reflections,Evelyn Thomas,"
I shine through the room and let the hands speak.
A broken hook keeps time with the strobe.
In the groove, my smile starts to float.
I ignite through the corner and let the smile speak.
A golden hands keeps time with the mirrorball.
I move through the road and let the fever speak.
A lonely hands keeps time with the mirrorball.
I spin through the street and let the hands speak."
disco,disco.00035.wav,Cuba,The Gibson Brothers,"
No more beat, just golden hook in the window.
A broken steps keeps time with the midnight city.
In the strobe, my steps starts to glitter.
Hold me close as the strobe turns and the synth ignite.
Tonight we pulse, tomorrow we move, but the fever stays.
No more light, just lonely light in the road.
I shine through the rain and let the beat speak.
Tonight we break free, tomorrow we pulse, but the beat stays."
