language,genre,lyrics,,Song Name,artist
en,Soul,"Give me a job  
The one I havn't got  
Don't write me off at anytime  
Don't ever leave me unsatisfied  
I don't want to come in a second  
I just want to come  
Don't want to be the last in line  
Don't want to be just left behind  
  
And in the evening when I come home  
It is time to throw my dog a bone  
That's when I wear my shirt that says  
In capital letters In capital letters  
  
Isn't it fun fun fun to be number one  
(He's got no job, got no blow got no Monica to go to)  
Isn't it fun fun fun to be number one  
(He's a superstar, wunderbar, out of touch too much)  
  
Don't tell me I'm small  
An inch too short  
I might not be your size but I'm sure great  
And definitely underpaid  
So give me a job  
The one I haven't got  
Don't tell me I'm too poor to join the club  
To hang out with the big shots  
  
And in the evening when I come home  
It is time to give my dog a bone  
That's when I wear my shirt that says  
In capital letters In capital letters  
  
Isn't it fun fun fun to be number one  
(He's got no job, got no blow, got no Monica to go to)  
Isn't it fun fun fun to be number one  
(He's a V.I.P. wannabe, all he ever wants is)  
Isn't it fun fun fun to be number one  
Isn't it fun fun fun yeah to be number one  
(He's a V.I.P. wannabe all he ever wants is)  
To be number one  
  
And in the evening when I come home  
It is time to throw my dog a bone  
That's when I wear my shirt that says  
In capital letters In capital letters  
  
Isn't it fun fun fun to be number one  
(He's got no job, got no blow got no Monica to go to)  
Isn't it fun fun fun yeah to be number one  
(He's a superstar, wunderbar, out of touch too much)  
Isn't it fun fun fun to be number one  
Isn't it fun fun fun fun to be number one  
To be number one  
(Fun, fun, fun)  
To be number one  
To be number one  
(He's got no job, got no blow got no Monica to go to)  
To be number one  
To be number one  
(He's a superstar, wunderbar, out of touch too much)  
To be number one  
To be number one  
(He's got no job, got no blow got no Monica to go to)  
Yeah

",,to be no 1,Scorpions
en,R&B,"I'm gonna write a letter, gonna mail it today  
Just as soon as I think of the words to say  
I've been needing to send it for nearly a year  
There's a woman back home who's waiting to hear  
  
I meant to tell you, dear Susannah  
I'm a long way from Louisiana and you  
And I know I promised to be returning  
Just as soon as I've saved the money I'm earning for you  
  
But I'm married to twins and I'm living in Peru  
Well, I'm gonna write a letter  
Get it off my mind  
But you know the words  
Are so hard to find  
  
Sitting, thinking with my pen in my hand  
How can I make her understand?  
I meant to tell you, dear Julia  
  
I'm a long way from the States, mosquitoes and you  
I'll send some money to help with the kids  
I'd like to thank you for all that you did  
It's true Louisiana, and I'm with Susannah, too  
  
Got me a letter, it arrived today  
The words I read just blew me away  
I don't believe I've ever felt so low  
How could Susannah treat me so?  
  
She said, ""I meant to tell you, my sweet honey  
I'm a long way from your love, your money and you  
Please don't think me under  
  
And I do believe you'll understand me too  
I got a bar and grill with Phil in Kalamazoo

",,gonna write a letter,Waylon Jennings
en,Rock,"I'm beginning to like you  
But, you know that ain't right  
'Cause you'll just twist and twist and twist  
Till I'm all crooked inside  
You'll take all you gave me  
Like it never was there  
And I think that I might, no, I know  
Yes, I will help you there  
'Cause, I've done it before and I'd do it again  
'Cause it's the only time  
That makes me feel like I'm  
My own best friend  
I'm a victim of friction, I got too close to see  
Yeah, we sparked in the dark and God hung a light on me  
The lamp gets real heavy, it hangs from my heart  
And it comes and it goes till I can't tell the difference apart  
But I've done it before and I'd do it again  
'Cause it's the only time  
That makes me feel like I'm  
My own best friend  
So many people say, it will never work out that way  
You can't stand the heat  
While you're watching your heart  
Just melt away in the basement on a rainy day  
There's motel in Shreveport  
Don't ask me where, please  
They check in, they check out  
By the light of the color T.V.s  
The maid calls you honey  
She makes your bed slow  
And she speaks, of the sheets that don't fit  
But you know that she knows  
I've done it before and I'd do it again  
'Cause it's the only time  
That makes me feel like I'm  
My own best friend, my own best friend  
My own best friend, my own best friend  

",,my own best friend,John Prine
en,Gospel,"I would not run from the holocaust  
I would not run from the bomb  
I'd welcome the chance to meet my maker  
And fly into the sun, fly into the sun, fly into the sun  
I'd break up into million pieces and fly into the sun  
  
I would not run from the blazing light  
I would not run from its rain  
I'd see it as an end to misery  
As an end to worldly pain  
An end to worldly pain ...  
I'd shine by the light of the unknown moment  
To end this worldly pain  
Fly into the sun, fly into the sun  
I'd shine by the light of the unknown moment  
And fly into the sun  
  
The earth is weeping, the sky is shaking  
The stars split to their core  
And every proton and unnamed neutron  
is fusing in my bones  
And an unnamed mammal is darkly rising  
As man burns from his tomb  
And I look at this as a blissful moment  
To fly into the sun  
  
Fly into the sun, fly into the sun  
I'd burn up into a million pieces  
And fly into the sun  
To end this mystery answer my mystery  
I'd look at this as a wondrous moment  
To end this mystery  
Fly into the sun, fly into the sun  
I'd break up into a million pieces  
And fly into the sun

",,fly into the sun,Lou Reed
en,Country,"People, people who need people  
Are the luckiest people in the world  
  
We're children needing other children  
And yet, letting our grown up pride  
Hide all the need inside  
Acting more like children than children  
  
Lovers, are very special people  
They're the luckiest people in the world  
With one person  
One very special person  
A feeling deep in your soul says  
You were half, now you're whole  
  
No more hunger and thirst  
But first be a person who needs people  
People who need people  
Are the luckiest people in the world

",,people,Andy Williams
en,Gospel,"I'm packin' up my old suitcases to go see old familiar faces  
Give me blue skies and sunny Texas weather  
I crave the smell of good ole saddle leather I've got Texas in my heart  
I've got a lotta friends in Amarrilo I like Dallas Forth Worth Houston San
Antone  
Got a pinin' in my heart to be in Texas I've said I'll wind up makin' it my
home  
I'm packin' up my old suitcases to go see old familiar faces  
The Lone Star State has won my heart doggone it  
And long horn steak with lots of ketchup on it I've got Texas in my heart  
[ banjo ]  
I love the western way they grab in Texas where that Lone Star hat is mighty
plain  
You can bet your boots and saddle I love Texas gonna hang and to go back there
again  
I'm packin' up my old suitcases to go see old familiar faces  
Give me blue skies and sunny Texas weather  
I crave the smell of good old saddle leather I've got Texas in my heart  
(The eyes of Texas are upon you) I've got Texas in my heart  
  
  

",,ive got texas in my heart,Loretta Lynn
en,Rock,"Southern man better keep your head  
Don't forget what your good book said  
Southern change gonna come as last  
Now your crosses are burning fast  
Southern man  
  
I saw cotton  
I saw black  
Tall white fences  
Little shacks  
And southern man  
When will you pay them back  
I heard screaming  
Bull whips cracking  
How long how long  
How  
  
Southern man better keep your head  
Don't forget what your good book said  
Southern change gonna come at last  
Now your crosses are burning fast  
Southern man  
Southern man  
  
Lilly belle your hair is golden brown  
I've seen your black man coming round  
I swear by God I'm gonna cut him down  
I heard screaming  
Bull whips cracking  
How long how long  
How  
  
Southern man better keep your head  
Don't forget what your good book said  
Southern change gonna come at last  
Now your crosses are burning fast  
Southern man

",,southern man,Indigo Girls
en,Folk,"Whoo, hoo, yeah  
Whoo, hoo, yeah  
  
She'll adore you and she'll floor you  
With her wisdom and her vision  
And you'll love it and think of it  
Till you lose all intuition  
Come on  
  
She can move you and improve you  
With her love and her devotion  
And she'll thrill you and she'll chill you  
But you're headed for commotion  
  
And you'll need her so you'll feed her  
With your endless dedication  
And the quicker you get sicker  
She'll remove your medication  
  
Get the firehouse  
Cause she sets my soul afire  
Get the firehouse  
And the flames keep gettin' higher  
  
She's like bad weather but it seems so good  
You'd never leave her but you know you should  
  
She's like bad weather but it seems so good  
You'd never leave her but you know you should  
  
Ooh  
Get the firehouse  
Cause she sets my soul afire  
Get the firehouse  
Whoo, hoo, yeah  
Get the firehouse  
Whoo, hoo, yeah

",,firehouse,Kiss
en,R&B,"I thought I knew it all  
I've been through the highs, said all my goodbyes  
Learned to run before I learned to crawl  
It's not worth fighting for if one of us is sure  
And one of us is dying, trying to find love's cure  
  
I have waited all my life to paint these cities red  
Thoughts I've always had here are stuck inside my head  
It's not worth waiting for if one of us wants more  
And one of us is dying, trying to find love's door  
  
When we learn how to fly  
We forget how to walk  
When we learn how to sing  
We don't wanna hear each other talk  
  
Here we are at the finish line, ah  
Here we are at the finish line  
  
And you, you really thought you knew  
Everything to do  
With holding onto me  
And holding on, this time  
Is making me slip right  
Through your hands  
And now you don't understand  
Trying to find love all yourself  
  
When we learn how to fly,  
We forget how to walk  
When we learn how to sing  
Don't wanna hear each other talk  
When we know what we want  
We forget what we need  
When you find who you are  
You forget about me  
  
Here we are at the finish line, ah  
Here we are at the finish line, ah  
Here we are at the finish line, ah, ah, ah  
Ah, ah, ah  
Ah, ah, ah

",,the finish line,Train
en,Jazz,"If you can feel it keep on tryin',  
'Cause that's the way it's got to be.  
Yeah, yeah, yeah.  
It's comin' down and I ain't buyin',  
It's gonna' take a long time, to catch up with me.  
And when you notice your condition,  
Maybe you'll want to stay with me.  
Yeah, yeah, yeah.  
Then we can find the true definition,  
The answer's here, right here with me.  
  
Row, row, row your boat...  
Row, row, row your boat...  
Row, row, row your boat...  
Row, row, row your boat...  
Row, row, row your boat...  
Row, row, row your boat...  
Row, row, row your boat...  
Row, row, row your boat...  
Row, row, row your boat...  
Row, row, row your boat...  
Row, row, row your boat...  
Row, row, row your boat...  
  
I want the world to know my reason.  
And, if you help me find a way,  
Yeah, yeah, yeah,  
I'll bring my own and keep on pleasin'.  
'Cause baby, this is the way I'm gonna' stay.

",,ups downs,Grand Funk Railroad
en,Reggae,"Hope has found its home within me  
Now that I've been found in You  
Let all that I am be all You want me to be  
'Cause all I want is more of You  
Let Your presence fall upon us  
I want to see You face to face  
Let me live forever lost in Your love  
'Cause all I want is more of You  
All I want is more of You  
I'm living for this cause  
I lay down my life  
Into Your hands  
I'm living for the truth  
The hope of the world  
In You I'll stand  
'Cause all I want is You  
All I want is  
All I want is You  
Jesus  

",,for this cause,Hillsong
en,Gospel,"Rachel: I'm limited,  
Just look at me.  
I'm limited.  
And just look at you, you can do all I couldn't do Glinda.  
So now it's up to you,  
For both of us.  
Now it's up to you.  
  
Kurt: I've heard it said,  
That people come into our lives for a reason,  
Bringing something we must learn,  
And we are led to those who help us most to grow,  
If we let them,  
And we help them in return.  
Well I don't know if I believe that's true,  
But I know I'm who I am today because I knew you.  
  
Kurt: Like a comet pulled from orbit, as it passes a sun.  
Like a stream that meets a boulder, halfway through the wood.  
Who can say if I've been changed for the better?  
Beacuse I knew you,  
I have been cahnged for good.  
  
Rachel: It well may be that we will never meet again,  
In this lifetime.  
So let me say before we part,  
So much of me is made from what I learned from you.  
You'll be with me like a hand print on my heart.  
An now whatever way our stories end,  
I know you have re-written my by being my friend.  
  
Rachel: Like a ship blown from it's mooring, by a wind off the sea.  
Like a seed dropped by a skybird in a distand wood.  
Who can say if I've been changed for the better?  
But because I knew you...  
  
Kurt: Because I knew you...  
  
Both: I have been changed for good.  
  
Rachel: And just to clear the air,  
I ask forgiveness,  
For the things I've done, you blame me for.  
  
Kurt: But then I guess we know there's blame to share.  
  
Both: And none of it seems to matter anymore.  
  
Kurt: Like a comet pulled from orbit  
(Rachel: Like a ship blown from it's mooring)  
Kurt: As it passes a sun.  
(Rachel: By a wind off the sea)  
Kurt: Like a stream that meets a boulder halfway throug the wood.  
(Rachel: Like a seed dropped by a songbird in a distant wood)  
  
Both: Who can say if I've been changed for the better?  
I do believe I have been changed for the better.  
  
Kurt: And because I knew you...  
  
Rachel: Because I knew you...  
  
Both: Because I knew you...  
I have been changed for good.

",,for good,Glee
en,Metal,"Brother, it don't matter  
Sister, don't worry  
Say what you like  
I'll do what you want me to do  
You're a vampire  
I'm a vampire too  
  
Sun in the kitchen  
Boy, you're still sleeping  
When you get hungry  
I'll do what you want me to do  
You're a vampire  
I'm a vampire too  
  
Night in the city  
New Orleans pretty  
Do what you want  
And then can I do it to you?  
You're a vampire  
I'm a vampire too  
You're a vampire  
I'm a vampire too  
  
It's a reflex  
Just a reflex  
Like fear or sex  
  
Brother, it don't matter  
Sister, don't worry  
Say what you like  
I'll do what you want me to do  
You're a vampire  
I'm a vampire too  
You're a vampire  
I'm a vampire too  
  
Brother, it don't matter  
Sister, don't worry  
Brother, it don't matter  
Sister, don't worry

",,vampires,Pet Shop Boys
en,Rock,"[Jay Z]  
Yeah, what you critics said would never happen  
We dedicate this album to anybody people said couldn't make it  
To the fans that held us down till everybody came around  
Welcome  
It's here  
  
Last summer we took threes across the board  
But by fall we were a cover story, ""now in stores""  
Make us poster boys for your scene  
But we are not making an acceptance speech  
I found the safest place to keep all our old mistakes  
Every dot-com's refreshing for a journal update  
  
So long live the car-crash hearts  
Cry on the couch so all the poets come to life  
Fix me and fortify  
  
So long live the car crash hearts  
Cry on the couch so all the poets come to life  
Fix me and fortify  
  
I can take your problems away with a nod and a wave  
Of my hand 'cause that's just the kind of boy that I am  
The only thing I haven't done yet is die  
And it's me and my plus-one at the afterlife  
Crowds are won and lost and won again  
But our hearts beat for the die-hards  
  
So long live the car-crash hearts  
Cry on the couch so all the poets come to life  
Fix me in forty-five  
  
So long live the car-crash hearts  
Cry on the couch so all the poets come to life  
Fix me in forty-five  
  
Long live the car crash hearts  
(Long live the car crash hearts)  
Long live the car crash hearts  
(Long live the car crash hearts)  
  
Long live the car crash hearts  
Cry on the couch so all the poets come to life  
And fix me in forty-five  
  
[Jay Z]  
Young F-O-B  
Let's go

",,thriller,Fall Out Boy
en,Hip-Hop,"I bare my windowed self untamed and untrained  
Dreams that hardly touch our complexions truest faults  
If room enough for both my drowsy spirit shall fall  
Bold waves tumble to the season of my heart  
Where you have offered my faith and my trust  
Until all is lost into the beauty of the day.  
  
But there is something in the way you laugh  
That makes me feel like a child  
Aspects of life they confuse me  
You and your thesis amuse me.  
  
After an afternoon with you  
And your rich brown eyes  
Your lips and your dark hair  
Elbows and exposed knees tossing toward the ceiling  
After an afternoon.  
  
Face to palm  
Tear to tear  
Mouth to tongue  
Heart to ground  
I am in love.

",,after an afternoon,Jason Mraz
en,Metal,"Here come the signs  
Of early-warning misery  
Here come the sounds  
It looks like a river up to here  
Underneath my head  
Here comes the sight  
I might just lose it?  
Here comes the part  
Where you ask me for my sympathy  
I just might lose my head  
Have you seen me  
Can you hear me  
Did you think you could win me over  
I've been hard to hold  
I've been hard to hold  
And I'm missing  
I made you get down  
I made you get down on your hands and knees  
But I made it up  
I took you away from your misery  
And you can't say it's?  
Now here comes the past  
It looks like what's in front of me  
This may be the last  
This may be the last thing you'll see of me  
And it might be your key to rest  
I've been hard to hold  
And I'm missing

",,missing,Soundgarden
en,Metal,"Damn girl  
Damn girl  
Damn girl  
Damn girl  
Damn girl  
Damn  
  
Damn girl  
Damn girl  
Damn girl  
Damn girl  
Damn girl  
Damn  
  
Listen to me  
  
I've been around the world  
Seen a million honey's  
Really special girls  
Gave all my time and money  
But, there something 'bout ya  
Something that's kinda funny  
It's what you do to me  
  
Don't need no Maybelleine  
'Cause you're a beauty queen  
Don't need no L'Oreal  
'Cause, bitch, you're bad as hell  
  
If I'm a Casanova  
Then you're a supernova  
Girl, it's what you do to me  
That's got me saying  
  
Damn, girl, you're so fine  
The way you let me put it down  
Girl, blows my mind  
I guess I gotta put it down tonight  
I gotta put it down  
  
Oh, oh, oh  
  
Damn  
Damn girl  
Damn girl  
Damn girl  
Damn girl  
Damn girl  
Damn  
  
Give me something  
  
Damn girl  
Damn girl  
Damn girl  
Damn girl  
Damn girl  
Damn  
  
I said there's something 'bout the way you do the things you do  
When you do the things you do  
It's got me oh, oh, oh  
I said there's something 'bout the way you do the things you do  
When you do the things you do  
It's got me oh, oh, oh  
  
I said  
Don't need no Maybelleine  
'Cause you a beauty queen  
Don't need no L'Oreal  
  
'Cause, bitch, you're bad as hell  
If I'm a Casanova  
Then you're a supernova  
Girl, it's what you do to me  
It's got me saying  
  
Damn, girl, you're so fine  
The way you let me put it down, girl  
Just blows my mind  
I guess I gotta put it down tonight  
I gotta put it down  
Oh, oh, oh  
  
Whoa, whoa, whoa, whoa, whoa  
Whoa, whoa, whoa, whoa  
Baby, give me some of your tasty  
Cinnamon, give me your feminine gelatin  
'Cause got a cinnamon going crazy  
  
Hey, ba-ba-ba-ba-ba-baby, baby  
You the one I've been feignin' for  
When I'm dreaming, I'm dreaming of you  
When you're gone, I've been screaming for ya  
  
So why don't you be my chick and stuff  
Take you out to dinner and catch the funky stuff  
Can we spend time, I'll never get enough  
You're so fine, make a dark brother blush  
  
Got me looking like a black grape and stuff  
First time saying you had me gonna crush  
And if you ever give it to me  
Give it to me rough  
  
You got me saying (you got me saying)  
Got me saying damn  
  
You got me saying  
Damn, girl, you're so fine  
The way you let me put it down, girl  
Blows my mind  
  
I guess I gotta put it down tonight  
I gotta put it down  
Oh, oh, oh  
  
I'm saying  
Damn, girl, you're so fine  
The way you let me put it down, girl  
Blows my mind  
  
I guess I gotta put it down tonight  
I gotta put it down  
Oh, oh, oh  
  
I said there's something 'bout the way you do the things you do  
When you do the things you do  
It's got me oh, oh, oh  
I said there's something 'bout the way you do the things you do  
When you do the things you do  
It's got me oh, oh, oh  
  
Sing it with me  
Go  
  
Something 'bout the way you do the things you do  
When you do the things you do  
It's got me oh, oh, oh  
Sing it for me  
Go  
Something 'bout the way you do the things you do  
When you do the things you do  
It's got me oh, oh, oh  
  
Damn girl  
Damn girl  
Damn girl  
Damn girl  
Damn girl  
Damn  
  
Damn girl  
Damn girl  
Damn girl  
Damn girl  
Damn girl  
Damn

",,damn girl,Justin Timberlake
en,Country,"Is it a crime  
For me to be feeling this way  
I'm going out of my mind  
And there's no change from my runaway love  
  
Is it a dream (Is it a dream)  
That I'm throwing in the wishing well  
I'm losin' control  
Body and soul (Body and soul)  
Standin' here waiting for a train that may never come  
  
I saw the signs  
I'd read the book  
I should have had a second look  
But, boy you caught me dreamin'  
And there were times you'd come around  
And we'd agree just to be friends  
Tell me who was foolin' who  
  
[Chorus]  
Deep waters, I'm drownin' in  
Deep waters, slowly drownin' in deeper  
Deep waters, I'm drownin' in  
Deep waters, slowly drownin' in deeper  
  
What do I say, what can I say  
Where words have failed me before  
What do I do, when I'm feeling so blue  
And there's no place, for me to run and hide  
  
I saw the sun inside your smile  
And wished for more than just a while  
Cause, boy you caught me dreaming  
A giant step into the dark  
We threw caution to the wind  
Tell me who was fooling who  
  
[Chorus]  
  
(I'm drownin')  
(Deeper, deeper, deeper)  
(I'm drownin' in deeper)  
  
Oh, I saw the signs  
I read the book  
I should have had a second look  
'cause, boy you caught me dreamin'  
And there were times you'd come around  
And we'd agree just to be friends  
Tell me who was fooling, fooling who  
  
[Chorus]

",,deep waters,Incognito
en,Reggae,"Sayang ang mga sandaling pinalipas ko  
Nar'on ka na, bakit pa humanap ng iba  
Ngayon ikaw ang pinapangarap  
Pinanghihinayangan ko ang lahat  
  
Bakit ba ang pagsisisi laging nasa huli  
Ang mga lumipas ay di na maaaring balikan  
  
Refrain:  
Sayang bakit ako nag-alinlangan pa  
Tuloy ngayo'y lumuluha at nanghihinayang  
  
Koro:  
Kung maibabalik ko lang,  
Ang dati mong pagmamahal  
Pagka-iingatan ko at aalagaan,  
Kung maibabalik ko lang,  
Ang dating ikot nang mundo  
Ang gusto ko ako'y  
Lagi na lang sa piling mo  
  
Instrumental  
(Repeat Refrain and Koro twice)

",,kung maibabalik ko lang,Regine Velasquez
en,R&B,"Maybe I've forgotten  
The name and the address  
Of everyone I've ever known,  
It's nothing I regret  
Save it for another day  
It's the school exam  
The kids have run away  
  
I would like a place I can call my own  
Have a conversation on the telephone  
Wake up everyday, that would be a start  
I would not complain 'bout my wounded heart  
  
I was upset, you see  
Almost all the time  
You used to be a stranger  
Now you are mine  
  
I wouldn't even trust you  
I've not that much to give  
We're dealing in the limits, and  
We don't know who with  
You may think that I'm out of hand  
That I'm naive, I'll understand  
On this occasion, it's not true  
Look at me, I'm not you  
  
I would like a place I can call my own  
Have a conversation on the telephone  
Wake up everyday, that would be a start  
I would not complain 'bout my wounded heart  
  
I was a short fuse  
Burning all the time  
You were a complete stranger  
Now you are mine  
  
I would like a place I can call my own  
Have a conversation on the telephone  
Wake up everyday, that would be a start  
I would not complain 'bout my wounded heart  
  
Just wait 'till tomorrow  
I guess that's what they all say  
Just before they fall apart...

",,regret,New Order
en,Indie,"He smiled and rubbed the stubble on his chin  
He sure shall find the weariness and dreariness of life that's growing thin  
Yet, he didn't have so very far to go  
With a pencil in his hand he will travel on as planned  
With a mere step in the mountain to a light  
  
Craise Finton Kirk, see him go, on his way  
Oh, they don't know where he is  
Very very nice, very very nice  
  
Even in the morning when he slept  
Something odd is missing  
There's nothing very much to talk about  
And nothing very much to see  
  
Craise Finton Kirk, see him go, on his way  
Oh, they don't know where he is  
Very very nice, very very nice  
  
Talks about the place he'd like to go  
And you never see the worrying and hurrying that makes a person slow  
Yet, you wouldn't think he'd be so hard to find  
Yet, he looks so very busy but there's nothing on his mind  
And his wavy hair continues not to grow  
  
Craise Finton Kirk, see him go, on his way  
Oh, they don't know where he is  
Very very nice, very very nice  
  
Craise Finton Kirk, see him go, on his way  
Oh, they don't know where he is  
Very very nice, very very nice

",,craise finton kirk royal academy of arts,Bee Gees
en,Reggae,"Maybe I'm old fashioned feeling as I do  
Maybe I'm just living in the part  
But when I meet the right one, I know I'll be true  
My first love will be my last  
When I fall in love, it will be forever  
Or I'll never fall in love  
In a restless world like this is  
Love is ended before it's begun  
And too many moonlight kisses  
Seem to cool in the warmth of the sun  
When I give me heart, it will be completely  
Or I'll never give my heart  
And the moment I can fell that you fell that way too  
Is when I fall in love with you  
And the moment I can feel that you feel that way too  
Is when I fall in love with you

",,when i fall in love,Carpenters
en,Reggae,"Love is everything  
It's a whole lot more than going to the store for a wedding ring  
It's kissin' and a huggin' but it's also the kicking and the cussing thing  
I've been told  
  
Love is everything  
It's a smile on your face on a cold winter day at the thought of spring  
It's getting up at night for the cry of a little bitty baby thing  
And it's growing old  
  
Love is everything  
It's those fires that daddy stoked those nights to keep you warm  
It's the hell your mama went through the day you were born  
And it's a thunderstorm  
  
Love is everything  
Oh, it's going off to war, it's the back and forth on a front porch swing  
It's the kiss that you got in the old parking lot of a Dairy Queen  
And it's you and me  
  
Love is everything  
It's looking out for everybody else but number one  
And it's all that really matters when all's said and done  
And the race is run  
  
Love is everything  
It's a rose on a stone, it's the words in a song that the choir sings  
It's the tears of goodbye and the place that you fly to, to get your wings  
Yeah love's the king  
Love is everything  
Love is everything

",,love is everything,George Strait
en,Rock,"Should have been, could have been  
Would have been dead  
If I didn't get the message  
Goin' to my head  
I am what I am  
Most motherfuckers  
Don't give a damn  
Oh baby think you can  
Be my girl, I'll be your man  
  
Someone full of fun  
Do me 'till I'm well done  
Little Bo Peep  
Cumin' from my stun gun  
Beware take care  
Most motherfuckers  
Have a cold ass stare  
Aw baby please be there  
Suck my kiss cut me my share  
  
Hit me you can't hurt me suck my kiss  
Kiss me please pervert me stick with this  
Is she talking dirty  
Give to me sweet sacred bliss  
Your mouth was made to suck my kiss  
  
Look at me can't you see  
All I really want to be  
Is free from a world  
That hurts me  
I need relief  
Do you want me girl  
To be your thief  
Aw baby just for you  
I'd steal anything that you want me to  
  
K-i-s-s-i-n-g  
Chicka chicka dee  
Do me like a banshee  
Low brow is how  
Swimming in the sound  
Of bow wow wow  
Oh baby do me now  
Do me here I do allow  
  
Hit me you can't hurt me suck my kiss  
Kiss me please pervert me stick with this  
Is gonna curtsy  
Give to me sweet sacred bliss  
Your mouth was made to  
  
Should have been, could have been  
Would have been dead  
If I didn't get the message  
Goin' to my head  
I am what I am  
Most motherfuckers  
Don't give a damn  
Oh baby think you can  
Be my girl, I'll be your man  
  
Someone full of fun  
Do me 'till I'm well done  
Little Bo Peep  
Cumin' from my stun gun  
Beware take care  
Most motherfuckers  
Have a cold ass stare  
Aw baby please be there  
Suck my kiss cut me my share  
  
Hit me you can't hurt me suck my kiss  
Kiss me please pervert me stick with this  
Is she talking dirty  
Give to me sweet sacred bliss  
Your mouth was made to suck my kiss

",,suck my kiss,Red Hot Chili Peppers
en,Blues,"You are the only ones  
You save me from myself  
My company shows on me  
I've been raised on you  
  
And when it just ain't fair  
Nothing's left to do  
But sit down here  
And have a beer  
Whatever the world wants to choose  
  
Don't let it fade  
Don't trade love away  
Just keep a sweet dream true  
Let's go tell the world  
To quit turning cold  
Just let me be raised on you  
  
We don't have to change just now  
We can laugh about the load  
I can see us later  
Lighted eyes  
Likely be laughing  
Down the road

",,raised on you,Heart
en,Reggae,"Let's share the thrills that were made,  
Especially for the young!  
The dreams that never will fade,  
Especially for the young!  
Let's find out why a tender sigh,  
Is the sweetest song ever sung,  
Especially for the young! (Especially for the young!)  
Especially for the young! (Especially for the young!)  
  
So take my hand,  
And walk with me!  
The night is young,  
And so are we!  
  
Let's lose our hearts in a kiss,  
Especially for the young!  
For nights are made just like this,  
Especially for the young!  
The moon is there for all to share,  
But we will find it was hung,  
Especially for the young!  
Especially for the young! (Especially for the young!)  
  
Especially for the young!

",,especially for the young,Perry Como
en,Hip-Hop,"[Refrain:  
Hey one time, hey one time  
One time  
Throw your hands to the sky tonight  
Cause I think I see the baddest lil thing in the world right now  
But I gotta make sure I'm right  
And girl you damn right  
If your head right, I'll be there every night  
I just might change your life  
Cause baby  
You got it (you got it)  
You got it (you got it)  
You got it (you got it)  
You got it (you got it)  
  
[Verse 1:  
Hey Cole World, real cold world  
I watch it hit the floor and watch it drop it real low girl  
Last time I seen you, you was a lil old girl  
I had a crush now we grown and we still so thorough  
Clap for her, work it till you exhausted  
I swear nothing worse than a bad bitch that lost it  
Brains off the chain, smart mouth with a dumb ass  
Goddamn your ex-man is a dumb ass  
When you was leaving, did he put up a fight  
Was he stressing you, wasn't fucking you right  
Well one man's trash is another man's treasure  
One man's pain is another man's pleasure  
One damn thing you can't change is the weather  
But even if it rain, we get rained on together  
It's whatever, you shine, I shine  
I know you got a 9-5 I'll be your 5-9  
  
[Refrain]  
  
[Verse 2:  
Yeah, go ahead and rock it like you do in the mirror  
I'm picking through the crowd tryna see a little clearer  
High heel wearer, hell of a body  
First one to spot you and I ain't telling nobody  
Nope, I'm peeking at your ass, winking at your ass  
If I don't bag I'll be thinking bout your ass  
For the whole week, no time for cold feet  
She too bad to pass, so fine I'm gon' speak  
I tell her my name Jermaine  
I'm tryna be low key  
She tell me I got that flame, your rhymes are so deep  
Man, girl thank you  
Shit you so bad know your daddy wish he could still spank you  
Hold up for these other niggas roll up and try and get ya  
The ones that say they riders but never do ride with ya  
I'm tryna vibe with ya so won't you throw me your phone number  
And let them lames get your old number  
  
[Refrain]  
  
[Verse 3: Wale]  
Roc Nation, Wale  
Look, Cole world, still a cold world  
And a couple you is cool but we a little more thorough  
Whole time, a little more girls  
You know I spit that sick shit and there's still no cure  
Hold up, loud packs like I got cancer  
Choking on them white boys make a Black Panther  
Love my women with high heels and high standards  
And only cheat on my broad if I run out of answers  
I got that vicious flow, Moncler winter coat  
I ain't superstitious I make all these broads split my pole  
You dig it, this shit ain't for beginners  
I'm something like a fetus, I'm not quite kidding  
And there's something you ain't seeing like I block your vision  
Like my Remy with no juice, you a lot like Bishop  
Hundred K in twenty-two hours  
See money talks, you muthafuckers is Boomhauer  
No check back, in debt yep  
Loud in my jay, y'all smoke that gallaudet  
Higher than I need to be  
Flyer cause I need to be  
Love our conversation but it's late right now  
I need to beat  
One time for the Ville that Cole rep  
Another time for the city of slow death  
I don't understand why these niggas so vexed  
I don't need no chains with no cross to know that I'm blessed

",,you got it,J Cole
